LifeStage,ESU,MA,Stratum,CohoGrpID,PopGrp,SiteID,ReachID,Segment,ID_Num,COMID,Reach,Start,End_,Tribof,JuvYr,Juv/km,status,STRM_ORDER,StrmSlope,MaxGradD,WidthM,OUT_DIST,CLASS_Rank,StrmPow,MAnnSed,Barriers,SolMean,MWMT_Index,W3Dppt,SprPpt,IP_COHO,UTM_E,UTM_N
rear,OC,2-MC,Mid-Coast,11,Siuslaw,35002,24253,2,35002,23890202,Meadow Cr,Mouth,Headwaters,Siuslaw R,2012,0,Snorkeled,3,0.038400002,0.090690002,4.820000172,63.144001,1,1257.53894,506742,2,1496.557007,18.0416584,165.75,344.6900024,0.529,446879,4874848
rear,OC,2-MC,Mid-Coast,11,Siuslaw,35002,24253,2,35002,23890202,Meadow Cr,Mouth,Headwaters,Siuslaw R,2013,0,Snorkeled,3,0.038400002,0.090690002,4.820000172,63.144001,1,1257.53894,506742,2,1496.557007,20.1700573,85.69000244,282.4299927,0.529,446879,4874848
rear,OC,2-MC,Mid-Coast,11,Siuslaw,35002,24253,2,35002,23890202,Meadow Cr,Mouth,Headwaters,Siuslaw R,2014,0,Snorkeled,3,0.038400002,0.090690002,4.820000172,63.144001,1,1257.53894,506742,2,1496.557007,20.28443336,70.87999725,273.9899902,0.529,446879,4874848
rear,OC,2-MC,Mid-Coast,11,Siuslaw,1907,24261.30078,1,1907,23890270,"Waite Cr, Trib A",Mouth,"Waite Cr, Trib A, Trib 1",Waite Cr,2007,90,Snorkeled,3,0.082350507,0.056170002,3.542999983,67.9729996,2,960.7470093,506742,2,1735.81897,18.98859406,116.6699982,200.3699951,0.748,442942,4871257
rear,OC,2-MC,Mid-Coast,11,Siuslaw,1907,24261.30078,1,1907,23890270,"Waite Cr, Trib A",Mouth,"Waite Cr, Trib A, Trib 1",Waite Cr,2010,231,Snorkeled,3,0.082350507,0.056170002,3.542999983,67.9729996,2,960.7470093,506742,2,1735.81897,17.41761208,100.2799988,507.5799866,0.748,442942,4871257
rear,OC,2-MC,Mid-Coast,11,Siuslaw,1907,24261.30078,1,1907,23890270,"Waite Cr, Trib A",Mouth,"Waite Cr, Trib A, Trib 1",Waite Cr,2013,35,Snorkeled,3,0.082350507,0.056170002,3.542999983,67.9729996,2,960.7470093,506742,2,1735.81897,19.12068939,101.4100037,356.2200012,0.748,442942,4871257
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2373,24267,2,2373,23890262,Potato Patch Cr,Mouth,Headwaters,Pataha Cr,2005,11,Snorkeled,3,0.0497218,0.105489999,2.799999952,81.6849976,2,353.4920044,245468,4,1389.041992,19.83369255,70.31999969,248.8600006,0.245,452678,4871655
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2380,24270.19922,1,2380,23889994,Pataha Cr,"Pataha Cr, Trib A","Pataha Cr, Trib B",Wildcat Cr,2008,224,Snorkeled,4,0.037139852,0.050220001,4.795000076,83.8539963,2,475.3789978,245468,4,1591.995972,19.15192413,84.97000122,140.6600037,0.818,455246,4871337
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2380,24270.19922,1,2380,23889994,Pataha Cr,"Pataha Cr, Trib A","Pataha Cr, Trib B",Wildcat Cr,2011,449,Snorkeled,4,0.037139852,0.050220001,4.795000076,83.8539963,2,475.3789978,245468,4,1591.995972,17.19128227,83.77999878,243.5700073,0.818,455246,4871337
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2380,24270.19922,1,2380,23889994,Pataha Cr,"Pataha Cr, Trib A","Pataha Cr, Trib B",Wildcat Cr,2014,337,Snorkeled,4,0.037139852,0.050220001,4.795000076,83.8539963,2,475.3789978,245468,4,1591.995972,20.33017921,65.30999756,202.3600006,0.818,455246,4871337
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2394,24278.69922,2,2394,23890188,Walker Cr,"Walker Cr, Trib D",Headwaters,Wildcat Cr,2004,61,Snorkeled,3,0.065765247,0.083329998,3.835000038,85.3929977,2,1226.935059,245468,5,1236.363037,19.8219471,101.6100006,165.8399963,0.695,449733,4876965
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2394,24278.69922,2,2394,23890188,Walker Cr,"Walker Cr, Trib D",Headwaters,Wildcat Cr,2013,74,Snorkeled,3,0.065765247,0.083329998,3.835000038,85.3929977,2,1226.935059,245468,5,1236.363037,19.8856678,79.80999756,234.9199982,0.695,449733,4876965
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2419,24291,1,2419,23889726,Wildcat Cr,Fish Cr,Bulmer Cr,Siuslaw R,2001,166,Snorkeled,5,0.00268931,0.050220001,11.90799999,87.6640015,2,26.1439991,198715,10,1543.594971,18.24323082,58.04000092,166.8899994,0.996,456488,4875967
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2419,24291,1,2419,23889726,Wildcat Cr,Fish Cr,Bulmer Cr,Siuslaw R,2010,42,Snorkeled,5,0.00268931,0.050220001,11.90799999,87.6640015,2,26.1439991,198715,10,1543.594971,18.74832153,70.80999756,264.6799927,0.996,456488,4875967
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2432,24297,2,2432,23889732,Wildcat Cr,Warden Cr,"Wildcat Cr, Trib Zh",Siuslaw R,2003,55,Snorkeled,4,0.00444193,0.050220001,6.912000179,96.5790024,2,241.3269958,198715,12,1360.885986,19.10763359,99.91999817,242.3000031,0.721,461050,4872448
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2436,24298,2,2436,23890298,"Wildcat Cr, Trib Zh",Mouth,Headwaters,Wildcat Cr,2001,0,Snorkeled,3,0.05151286,0.104809999,2.414000034,99.6380005,2,1805.800049,198715,16,1341.510986,16.31178093,54.63000107,151.4799957,0.142,460514,4871120
rear,OC,2-MC,Mid-Coast,11,Siuslaw,40999,24299,1,40999,23889734,Wildcat Cr,"Wildcat Cr, Trib Zh","Wildcat Cr, Trib Zg",Siuslaw R,2013,86,Snorkeled,3,0.02427683,0.050220001,4.875999928,99.8960037,2,1175.234009,198715,18,1314.550049,18.79104614,70.30000305,153.4100037,0.841,462866,4870469
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2450,24303.5,0,2450,23890330,"Whittaker Cr, Trib B","Whittake Cr, Trib B, Trib 2",Headwaters,Whittaker Cr,1998,0,Snorkeled,2,0.078172579,0.064989999,3.644999981,81.0319977,1,2822.949951,217656,3,2456.291992,17.7159977,89.62000275,291.6400146,0.215,443069,4867351
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2451,24303.69922,1.1,2451,23889562,Whittaker Cr,"Whittaker Cr, Trib B","Whittaker Cr, Trib C",Siuslaw R,1999,0,Snorkeled,4,0.023496499,0.048909999,8.210000038,80.3420029,1,3203.705078,217656,3,1685.621948,16.73080826,158.7400055,369.1700134,0.489,444326,4866817
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2451,24303.69922,1.1,2451,23889562,Whittaker Cr,"Whittaker Cr, Trib B","Whittaker Cr, Trib C",Siuslaw R,2008,449,Snorkeled,4,0.023496499,0.048909999,8.210000038,80.3420029,1,3203.705078,217656,3,1685.621948,17.98431778,109.6100006,272.6700134,0.489,444326,4866817
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2464,24314,1,2464,23890332,Pittenger Cr,Mouth,Headwaters,Wolf Cr,1999,0,Snorkeled,3,0.045810651,0.056170002,2.944999933,100.012001,2,526.9530029,160676,4,1628.89502,16.78480148,123.5,142.7299957,0.709,456267,4868833
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2466,24315,0,2466,23889678,Wolf Cr,Pittenger Cr,Oat Cr,Siuslaw R,2006,3,Snorkeled,6,0.00134049,0.048909999,16.91300011,100.9039993,2,276.7059937,160676,4,1565.995972,20.10474014,83.73000336,161.4600067,0.622,456693,4867823
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2476,24323,1,2476,23889680,Wolf Cr,Oat Cr,Van Curen Cr,Siuslaw R,2002,36,Snorkeled,5,0.00675046,0.048909999,15.75599957,102.9089966,2,109.447998,160676,3,1564.259033,19.56719398,63.13000107,153.6499939,0.626,457583,4867319
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2476,24323,1,2476,23889680,Wolf Cr,Oat Cr,Van Curen Cr,Siuslaw R,2005,4,Snorkeled,5,0.00675046,0.048909999,15.75599957,102.9089966,2,109.447998,160676,3,1564.259033,19.51375771,64.95999908,246,0.626,457583,4867319
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2476,24323,1,2476,23889680,Wolf Cr,Oat Cr,Van Curen Cr,Siuslaw R,2014,47,Snorkeled,5,0.00675046,0.048909999,15.75599957,102.9089966,2,109.447998,160676,3,1564.259033,20.06754684,63.29000092,216.1999969,0.626,457583,4867319
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2478,24325.40039,1,2478,23889682,Wolf Cr,"Wolf Cr, Trib 1","Wolf Cr, Trib 2",Siuslaw R,2000,1,Snorkeled,5,1.00E-05,0.048909999,15.30599976,107.237999,2,760.3389893,160676,3,1551.563965,17.88743782,67.01999664,196.7400055,0.615,457725,4865312
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2478,24325.40039,1,2478,23889682,Wolf Cr,"Wolf Cr, Trib 1","Wolf Cr, Trib 2",Siuslaw R,2003,26,Snorkeled,5,1.00E-05,0.048909999,15.30599976,107.237999,2,760.3389893,160676,3,1551.563965,19.9180088,100.3099976,240.1499939,0.615,457725,4865312
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2478,24325.40039,1,2478,23889682,Wolf Cr,"Wolf Cr, Trib 1","Wolf Cr, Trib 2",Siuslaw R,2006,4,Snorkeled,5,1.00E-05,0.048909999,15.30599976,107.237999,2,760.3389893,160676,3,1551.563965,19.89377785,82.95999908,170.75,0.615,457725,4865312
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2478,24325.40039,1,2478,23889682,Wolf Cr,"Wolf Cr, Trib 1","Wolf Cr, Trib 2",Siuslaw R,2009,56,Snorkeled,5,1.00E-05,0.048909999,15.30599976,107.237999,2,760.3389893,160676,3,1551.563965,19.74354362,75.02999878,223.4499969,0.615,457725,4865312
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2478,24325.40039,1,2478,23889682,Wolf Cr,"Wolf Cr, Trib 1","Wolf Cr, Trib 2",Siuslaw R,2012,66,Snorkeled,5,1.00E-05,0.048909999,15.30599976,107.237999,2,760.3389893,160676,3,1551.563965,17.84382248,187.3200073,208.3000031,0.615,457725,4865312
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2492,24333,2,2492,23889694,Wolf Cr,Eames Cr,Swamp Cr,Siuslaw R,2002,183,Snorkeled,5,0.0109333,0.048909999,12.36800003,117.2929993,2,404.6180115,154194,7,1504.125,18.76986122,58.83000183,142.5200043,0.618,465526,4863634
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2492,24333,2,2492,23889694,Wolf Cr,Eames Cr,Swamp Cr,Siuslaw R,2005,35,Snorkeled,5,0.0109333,0.048909999,12.36800003,117.2929993,2,404.6180115,154194,7,1504.125,18.43526649,62.75,233.6799927,0.618,465526,4863634
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2492,24333,2,2492,23889694,Wolf Cr,Eames Cr,Swamp Cr,Siuslaw R,2008,129,Snorkeled,5,0.0109333,0.048909999,12.36800003,117.2929993,2,404.6180115,154194,7,1504.125,17.85001564,76.59999847,116.3600006,0.618,465526,4863634
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2492,24333,2,2492,23889694,Wolf Cr,Eames Cr,Swamp Cr,Siuslaw R,2011,90,Snorkeled,5,0.0109333,0.048909999,12.36800003,117.2929993,2,404.6180115,154194,7,1504.125,16.01496124,70.27999878,223.0299988,0.618,465526,4863634
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2492,24333,2,2492,23889694,Wolf Cr,Eames Cr,Swamp Cr,Siuslaw R,2014,222,Snorkeled,5,0.0109333,0.048909999,12.36800003,117.2929993,2,404.6180115,154194,7,1504.125,18.97882843,58.97000122,178.1900024,0.618,465526,4863634
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2496,24334,2,2496,23890412,Swamp Cr,Mouth,Headwaters,Wolf Cr,2005,119,Snorkeled,4,0.018786499,0.048909999,5.820000172,120.8339996,2,387.4920044,154194,7,1396.114014,18.65910339,66.91999817,245.0800018,0.949,466510,4866076
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2504,24343,1,2504,23889704,Wolf Cr,Fish Cr,Swing Log Cr,Siuslaw R,2011,346,Snorkeled,4,1.00E-05,0.048909999,8.56799984,121.5930023,2,781.5280151,154194,7,1472.223022,15.21308136,74.83999634,232.2599945,0.948,469155,4863892
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2511,24345,3.0999999,2511,23889712,Wolf Cr,Swing Log Cr,"Trib B, Wolf Cr",Siuslaw R,2005,0,Snorkeled,3,0.01546201,0.048909999,3.207000017,128.0919952,2,295.6300049,154194,7,1319.079956,18.03844261,62.61000061,256.7900085,0.874,474373,4861981
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2514,24349.69922,1,2514,23889578,Esmond Cr,"Esmond Cr, Trib 1",Leopold Cr,Siuslaw R,2000,96,Snorkeled,5,0.00289357,0.048909999,12.10599995,91.4599991,2,150.6049957,529655,2,1502.600952,18.54359627,75.73000336,225.5599976,0.983,448320,4863837
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2525,24358,1,2525,23890458,"Esmond Cr, Trib A",Mouth,Headwaters,Esmond Cr,2006,35,Snorkeled,3,0.057511222,0.06391,3.601000071,97.5910034,2,1265.792969,529655,2,1330.269043,17.958498,88.41999817,163.6900024,0.679,447042,4859205
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2533,24360,1,2533,23889592,Siuslaw R,Esmond Cr,Cedar Cr,Pacific Ocean,2004,0,Snorkeled,6,0.00061955,0.048909999,26.20400047,91.8659973,2,4073.884033,217656,2,1662.199951,25.95251274,106.3399963,147.4600067,0.607,449643,4864639
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2539,24363.09961,1,2539,23889594,Siuslaw R,Fawn Cr,Pugh Cr,Pacific Ocean,1998,0,Snorkeled,6,6.73E-05,0.048909999,26.08600044,94.413002,2,263.6679993,217656,2,1661.162964,24.94602394,64.48000336,238.2200012,0.994,449445,4863632
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2539,24363.09961,1,2539,23889594,Siuslaw R,Fawn Cr,Pugh Cr,Pacific Ocean,2001,0,Snorkeled,6,6.73E-05,0.048909999,26.08600044,94.413002,2,263.6679993,217656,2,1661.162964,22.64787483,59.27999878,166.6100006,0.994,449445,4863632
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2539,24363.09961,1,2539,23889594,Siuslaw R,Fawn Cr,Pugh Cr,Pacific Ocean,2004,0,Snorkeled,6,6.73E-05,0.048909999,26.08600044,94.413002,2,263.6679993,217656,2,1661.162964,25.33522606,106.3399963,147.4600067,0.994,449445,4863632
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2539,24363.09961,1,2539,23889594,Siuslaw R,Fawn Cr,Pugh Cr,Pacific Ocean,2007,0,Snorkeled,6,6.73E-05,0.048909999,26.08600044,94.413002,2,263.6679993,217656,2,1661.162964,24.85953331,81.76000214,132.7799988,0.994,449445,4863632
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2538,24363.09961,2,2538,23889594,Siuslaw R,Fawn Cr,Pugh Cr,Pacific Ocean,2000,0,Snorkeled,6,6.73E-05,0.048909999,26.04400063,96.2819977,2,263.6679993,217656,2,1661.162964,22.67258644,78.87000275,210.2100067,0.628,451145,4864280
rear,OC,2-MC,Mid-Coast,11,Siuslaw,40476,24365,1,40476,23890430,Mill Cr,Mouth,Headwaters,Siuslaw R,2011,12,Snorkeled,3,0.01821322,0.048909999,4.407000065,103.4459991,2,1023.594971,109750,3,1349.910034,17.12138748,89.04000092,262.0499878,0.773,450818,4861683
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2548,24366,1,2548,23889602,Siuslaw R,Mill Cr,Collins Cr,Pacific Ocean,2002,0,Snorkeled,6,0.0099491,0.048909999,25.47800064,102.5400009,2,1120.745972,109750,3,1662.93103,25.47079277,62.79999924,151.1799927,0.621,451915,4861297
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,1998,116,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,24.57814598,67.69000244,255.6600037,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2000,192,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,22.32675934,78.87000275,210.2100067,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2001,153,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,22.36297417,54.45000076,185.3600006,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2002,294,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,24.37896156,66.20999908,175.0099945,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2003,213,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,24.98858643,107.4899979,266.519989,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2004,319,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,24.83165359,109.7799988,159.9100037,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2005,277,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,24.34274673,65.69999695,274.1600037,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2006,299,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,25.02480125,85.58000183,179.6100006,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2007,197,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,24.53589439,83.34999847,143.9299927,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2008,155,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,23.73915672,81.76000214,177.2400055,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2009,390,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,24.71093559,72.77999878,249.9499969,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2010,194,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,22.761343,72.12000275,284.019989,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2011,244,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,21.17993927,87.12000275,281.3999939,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2012,123,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,22.05514336,176.9900055,247.5700073,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2013,136,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,24.99462128,73.66000366,173.6499939,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2556,24373,1,2556,23889608,Clay Cr,Mouth,Headwaters,Siuslaw R,2014,27,Snorkeled,4,0.00165723,0.048909999,4.850999832,107.3099976,2,471.9190063,109750,3,1600.473999,25.0730896,62.77000046,235.2299957,0.822,454405,4861318
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2567,24384,1,2567,23889616,Siuslaw R,Luyne Cr,"Siuslaw R, East Trib",Pacific Ocean,1998,0,Snorkeled,6,0.00090148,0.048909999,24.0890007,121.7519989,2,4565.637207,109750,3,1660.577026,24.0597229,60.06000137,235.5700073,0.605,459251,4858846
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2567,24384,1,2567,23889616,Siuslaw R,Luyne Cr,"Siuslaw R, East Trib",Pacific Ocean,2001,0,Snorkeled,6,0.00090148,0.048909999,24.0890007,121.7519989,2,4565.637207,109750,3,1660.577026,21.97423363,56.41999817,132.6900024,0.605,459251,4858846
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2567,24384,1,2567,23889616,Siuslaw R,Luyne Cr,"Siuslaw R, East Trib",Pacific Ocean,2004,0,Snorkeled,6,0.00090148,0.048909999,24.0890007,121.7519989,2,4565.637207,109750,3,1660.577026,24.29537201,108.9000015,143.4400024,0.605,459251,4858846
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2567,24384,1,2567,23889616,Siuslaw R,Luyne Cr,"Siuslaw R, East Trib",Pacific Ocean,2007,0,Snorkeled,6,0.00090148,0.048909999,24.0890007,121.7519989,2,4565.637207,109750,3,1660.577026,23.98902893,83.37999725,124.25,0.605,459251,4858846
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2567,24384,1,2567,23889616,Siuslaw R,Luyne Cr,"Siuslaw R, East Trib",Pacific Ocean,2010,0,Snorkeled,6,0.00090148,0.048909999,24.0890007,121.7519989,2,4565.637207,109750,3,1660.577026,22.31003189,63.02999878,242.5200043,0.605,459251,4858846
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2567,24384,1,2567,23889616,Siuslaw R,Luyne Cr,"Siuslaw R, East Trib",Pacific Ocean,2013,0,Snorkeled,6,0.00090148,0.048909999,24.0890007,121.7519989,2,4565.637207,109750,3,1660.577026,24.29537201,67.48999786,132.0500031,0.605,459251,4858846
rear,OC,2-MC,Mid-Coast,11,Siuslaw,40235,24384,1,40235,23889616,Siuslaw R,Luyne Cr,"Siuslaw R, East Trib",Pacific Ocean,2010,1,Snorkeled,6,0.00090148,0.048909999,24.13100052,119.8330002,2,4565.637207,109750,3,1660.577026,22.31003189,63.02999878,242.5200043,0.854,458975,4860392
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2571,24388,0,2571,23890506,"Oxbow Cr, Trib C",Mouth,Headwaters,Oxbow Cr,1998,0,Snorkeled,3,0.066745177,0.048909999,3.22300005,127.7959976,2,1718.084961,109750,3,1231.374023,16.8469944,61.45000076,257.9700012,0.562,456335,4855324
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2574,24391,1,2574,23890504,Bear Cr,Mouth,"Bear Cr, Trib A",Siuslaw R,2000,495,Snorkeled,4,0.01409985,0.048909999,4.640999794,126.9469986,2,676.322998,109750,3,1201.805054,15.76241875,75.91000366,196.7299957,0.659,458883,4855975
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2574,24391,1,2574,23890504,Bear Cr,Mouth,"Bear Cr, Trib A",Siuslaw R,2003,28,Snorkeled,4,0.01409985,0.048909999,4.640999794,126.9469986,2,676.322998,109750,3,1201.805054,17.43495941,99.98000336,250.0599976,0.659,458883,4855975
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2574,24391,1,2574,23890504,Bear Cr,Mouth,"Bear Cr, Trib A",Siuslaw R,2006,432,Snorkeled,4,0.01409985,0.048909999,4.640999794,126.9469986,2,676.322998,109750,3,1201.805054,17.46452332,89.75,176.7899933,0.659,458883,4855975
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2574,24391,1,2574,23890504,Bear Cr,Mouth,"Bear Cr, Trib A",Siuslaw R,2009,933,Snorkeled,4,0.01409985,0.048909999,4.640999794,126.9469986,2,676.322998,109750,3,1201.805054,17.29980469,67.69999695,205.9199982,0.659,458883,4855975
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2574,24391,1,2574,23890504,Bear Cr,Mouth,"Bear Cr, Trib A",Siuslaw R,2012,279,Snorkeled,4,0.01409985,0.048909999,4.640999794,126.9469986,2,676.322998,109750,3,1201.805054,15.58080482,157.3899994,214.2899933,0.659,458883,4855975
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2580,24395.69922,1,2580,23890530,Haight Cr,"Haight Cr, Trib B",Shitten Cr,Siuslaw R,1998,57,Snorkeled,4,0.01870802,0.048909999,5.190000057,129.7380066,2,339.9289856,188573,5,1773.425049,18.34246063,58.74000168,256.2600098,0.79,460292,4856775
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2580,24395.69922,1,2580,23890530,Haight Cr,"Haight Cr, Trib B",Shitten Cr,Siuslaw R,2001,176,Snorkeled,4,0.01870802,0.048909999,5.190000057,129.7380066,2,339.9289856,188573,5,1773.425049,16.74543381,55.40999985,153.4199982,0.79,460292,4856775
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2580,24395.69922,1,2580,23890530,Haight Cr,"Haight Cr, Trib B",Shitten Cr,Siuslaw R,2004,216,Snorkeled,4,0.01870802,0.048909999,5.190000057,129.7380066,2,339.9289856,188573,5,1773.425049,18.56978035,118.9100037,160.1699982,0.79,460292,4856775
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2580,24395.69922,1,2580,23890530,Haight Cr,"Haight Cr, Trib B",Shitten Cr,Siuslaw R,2010,132,Snorkeled,4,0.01870802,0.048909999,5.190000057,129.7380066,2,339.9289856,188573,5,1773.425049,17.06056023,64.90000153,266.3900146,0.79,460292,4856775
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2580,24395.69922,1,2580,23890530,Haight Cr,"Haight Cr, Trib B",Shitten Cr,Siuslaw R,2013,284,Snorkeled,4,0.01870802,0.048909999,5.190000057,129.7380066,2,339.9289856,188573,5,1773.425049,18.61914253,69.43000031,157.1900024,0.79,460292,4856775
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2589,24401,1,2589,23890474,Conger Cr,Mouth,"Conger Cr, Trib A",Siuslaw R,2013,66,Snorkeled,4,0.017098401,0.048909999,4.544000149,130.9989929,2,1247.526001,188573,3,1537.017944,20.23621559,67.48999786,132.0500031,0.861,461971,4859358
rear,OC,2-MC,Mid-Coast,11,Siuslaw,2593,24403.90039,1,2593,23890448,Pheasant Cr,"Pheasant Cr, Trib C",Headwaters,Siuslaw R,1998,0,Snorkeled,3,0.06670469,0.09042,2.03399992,138.3150024,2,1598.753052,188573,4,1136.60498,18.06789398,59.75999832,239.1699982,0.628290323,466183,4862160
